Fiscal Year,State Name,County,Congressional District,Program Area,Program,Zip Code,Persistent Poverty Community Status,Borrower Name,Project Name,Investment Type,City,Lender Name,Funding Code,NAICS Industry Sector,County FIPS,NAICS National Industry Code,NAICS National Industry,Portfolio Type,Project Announced Description,Investment Dollars,Number of Investments,State Abbr,Award Type,Has Description
2019,Maine,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,"Androscoggin Home Health Services, Inc.",ME0749-B,Grant Funds,,Not Applicable,TELEMEDICINE- GRANT,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will allow Androscoggin Home Healthcare and Hospice Telehealth Program to purchase 250 new telemonitoring units to improve health service in Androscoggin, Franklin, Sagadahoc, Oxford, and parts of Cumberland, Somerset, Lincoln, York, and Kennebec counties in Maine. This investment will fund six sites in Norway, Bridgton, Wilton, Rumford, Lewiston and Manchester and will serve 180 communities across nine counties. Androscoggin anticipates monitoring approximately 4,000 patients annually.",211905,1,ME,DL + TM,Yes
2019,Maine,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,MaineHealth,ME0746-D,Grant Funds,,Not Applicable,DLT OPIOID GRANTS,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will allow MaineHealth to create a telemedicine network to treat opioid disorders experienced by rural women and infants. The project will allow patients to remain in their homes, reduce travel costs, and improve healthcare.",125239,1,ME,DL + TM,Yes
2019,Maine,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,Northern Light Health,ME0711-E,Grant Funds,,Not Applicable,TELEMEDICINE- GRANT,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will enable Eastern Maine Healthcare Systems dba Northern Light Health to implement a telemedicine project. Telehealth carts, with 2-way audio-visual and diagnostic capabilities will be installed at several Northern Light hospitals including: Blue Hill Hospital (Blue Hill), C.A. Dean Hospital (Greenville), Inland Hospital (Waterville), Maine Coast Hospital (Ellsworth), Sebasticook Valley (Pittsfield), and A.R. Gould Hospital (Presque Isle). The project will serve 54,333 residents.",191496,1,ME,DL + TM,Yes
2019,Maine,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,University of Southern Maine,ME0773-A,Grant Funds,,Not Applicable,DISTANCE LEARNING- GRANT,Utilities,Not Available,,Not Available,Commercial,"The Rural Development investment will enable the University of Maine to implement a distance learning technology upgrade. The University will provide teaching services to rural Maine students. The project will include sixty-two sites, centers and campuses. The counties benefiting from the project are Penobscot, Kennebec, Franklin, Aroostook, Washington, Cumberland and Androscoggin. Over 29,000 students will be served.",262070,1,ME,DL + TM,Yes
2019,Maine,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,Western Foothills Reg. School Unit #10,ME0758-B,Grant Funds,,Not Applicable,DISTANCE LEARNING- GRANT,Utilities,Not Available,,Not Available,Commercial,"The Rural Development investment will enable Regional School Unit 10 to implement a distance learning project to receive and distribute advanced classes. All schools will be linked to opioid and behavioral health support. Distance learning equipment will be installed at 16 locations in Oxford, Penobscot and Somerset Counties in Maine. An estimated 25,703 individuals will benefit.",464643,1,ME,DL + TM,Yes
2019,Michigan,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,Alpena Community College,MI0747-A,Grant Funds,,Not Applicable,DLT OPIOID GRANTS,Utilities,Not Available,,Not Available,Commercial,Detailed Project Description Not Available,484801,1,MI,DL + TM,No
2019,Michigan,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,Elkton-Pigeon-Bay Port Laker Schools,MI0749-A,Grant Funds,,Not Applicable,DISTANCE LEARNING- GRANT,Utilities,Not Available,,Not Available,Commercial,Detailed Project Description Not Available,206589,1,MI,DL + TM,No
2019,Michigan,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,Helen Newberry Joy Hospital,MI0750-A,Grant Funds,,Not Applicable,TELEMEDICINE- GRANT,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will enable the Helen Newberry Joy Hospital to buy telemedicine equipment for three sites at Newberry, Engadine, and Curtis, MI in Luce and Mackinac Counties. Mammography equipment will be upgraded, improving cancer detection. Almost 3,100 patients are expected to be served during the first 3 years of the program.",450895,1,MI,DL + TM,Yes
2019,Minnesota,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,Education Innovation Partners Coop Ctr,MN0743-B,Grant Funds,,Not Applicable,DISTANCE LEARNING- GRANT,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will be used to help the 6091-50 Education Innovation Partners Cooperative Center provide distance learning services to 28 sites, across six Minnesota counties. This project will directly benefit 21,000 students and 1,500 teachers per year.",500000,1,MN,DL + TM,Yes
2019,Mississippi,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,Mississippi Community College Board,MS0746-A,Grant Funds,,Not Applicable,DISTANCE LEARNING- GRANT,Utilities,Not Available,,Not Available,Commercial,"The Rural Development investment will enable the Mississippi Community College Board to implement a Distance Learning Project. Virtual reality (VR) equipment will be obtained to prepare students for careers in coding, programming and software development. Equipment will be installed in Coahoma, Copiah, Kemper, Hinds, Jones, Stone, George, Prentiss and Tate counties in Mississippi. The project will benefit an estimated 20,645 students and faculty.",203284,1,MS,DL + TM,Yes
2019,Mississippi,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Persistent Poverty Community,Base Camp Coding Academy,MS0744-A,Grant Funds,,Not Applicable,DISTANCE LEARNING- GRANT,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will allow Base Camp Coding Academy to connect the resources of the NWCC campus in Senatobia with the rural community of Water Valley to improve educational opportunities available to approximately 11,500 members of Yalobusha and Tate Counties, Mississippi. Distance Learning capabilities at BCCAs facility will expand the opportunities for local students, at two end-user sites, to pursue dual enrollment, advance placement, and accelerated courses in STEM areas, as well as allow community members to access GED programs and workforce or higher-education training that is currently unavailable anywhere else in Yalobusha County. At the same time students on the Senatobia campus of NWCC will gain access to the industry-leading computer science and coding programs that BCCA has developed in Water Valley and offers to students at their rural locations.",492112,1,MS,DL + TM,Yes
2019,Mississippi,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Persistent Poverty Community,Coahoma Community College,MS0737-B,Grant Funds,,Not Applicable,DISTANCE LEARNING- GRANT,Utilities,Not Available,,Not Available,Commercial,"The Rural Development investment will be used to help Coahoma Community College install a distance learning system to connect the college to high schools in Coahoma, Tallahatchie, and Quitman counties in Mississippi. The project will provide career focused programs leading to college credit and workforce certifications and enable rural students to obtain college credits before leaving high school, helping to offset college costs. This project will serve an estimated population of 24,928 students.",198205,1,MS,DL + TM,Yes
2019,Mississippi,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Persistent Poverty Community,Covington County School District,MS0745-A,Grant Funds,,Not Applicable,DISTANCE LEARNING- GRANT,Utilities,Not Available,,Not Available,Commercial,The Rural Development investment will assist Covington County Office of Superintendent implement a new Distance Learning project designed to provide curriculum and teacher sharing including science technology engineering and mathematics content. The project included 8 sites in Covington County Mississippi. It will provide 2899 students and 225 teachers access to fixed site interactive video systems and touch panels to create an environment for sharing and collaboration between project sites.,469815,1,MS,DL + TM,Yes
